,Date,BTC_Close,Gold_Close,Oil_Close,Volume_Top2,Volume_Top3,Volume_Top4,Volume_Top5
127,2020-05-06,9268.76171875,1684.199951171875,23.989999771118164,0.15124013382191512,0.01605310157861828,0.4410132155103219,0.024647823906694052
128,2020-05-07,9951.5185546875,1721.800048828125,23.549999237060547,0.14429771770666935,0.015794961899728458,0.4437195488751964,0.022442543802243038
129,2020-05-08,9842.666015625,1709.9000244140625,24.739999771118164,0.14391465126441153,0.017316315376938632,0.44628113722589974,0.027999879351985894
132,2020-05-11,8601.7958984375,1695.300048828125,24.139999389648438,0.1314530798942219,0.01619490541696852,0.45007601772144495,0.0278690905220701
133,2020-05-12,8804.4775390625,1704.4000244140625,25.780000686645508,0.14049626535087867,0.018172124010882588,0.4396114099443325,0.02933049288605992
134,2020-05-13,9269.9873046875,1713.9000244140625,25.290000915527344,0.1414391792828743,0.016147938245636498,0.44007303374742396,0.024513164672971575
135,2020-05-14,9733.7216796875,1738.0999755859375,27.559999465942383,0.13693038898362334,0.014638135136198457,0.438606343229235,0.026383090065162495
136,2020-05-15,9328.197265625,1753.4000244140625,29.43000030517578,0.1348860700021917,0.4318049911408974,0.01662542080389893,0.025416337440490336
139,2020-05-18,9726.5751953125,1731.800048828125,31.81999969482422,0.15146954765815493,0.017125023180343226,0.4392857956130177,0.028250144600126443
140,2020-05-19,9729.0380859375,1744.199951171875,32.5,0.13614674936076213,0.018727290967518847,0.44561157086959785,0.026987410946757006
141,2020-05-20,9522.9814453125,1750.5999755859375,33.4900016784668,0.12930490927643118,0.01964151900800279,0.4514667528966336,0.02837369570780343
142,2020-05-21,9081.76171875,1720.5,33.91999816894531,0.126972587069317,0.45166384457979153,0.01673401141529399,0.029424881880837566
143,2020-05-22,9182.5771484375,1734.5999755859375,33.25,0.1427299315135757,0.021955031283297066,0.4500763673522185,0.03188924162388214
147,2020-05-26,8835.052734375,1704.800048828125,34.349998474121094,0.13230165821113404,0.4278831843776662,0.02064911354734504,0.033916372814771605
148,2020-05-27,9181.017578125,1710.300048828125,32.810001373291016,0.1277663079976212,0.42294932508789035,0.018449353419697088,0.03735144224905603
149,2020-05-28,9525.7509765625,1713.300048828125,33.709999084472656,0.13628792624548863,0.0180302767966554,0.4253741843645776,0.03678017893644968
150,2020-05-29,9439.1240234375,1736.9000244140625,35.4900016784668,0.14151567127966208,0.4235004004530316,0.017044866100787755,0.03839723875268133
153,2020-06-01,10167.2685546875,1737.800048828125,35.439998626708984,0.1485162935226985,0.018127434187290885,0.42175125531688973,0.03691233756653813
154,2020-06-02,9529.8037109375,1725.199951171875,36.810001373291016,0.13137222229470003,0.4345287507251792,0.01763510193403448,0.04340430705426098
155,2020-06-03,9656.7177734375,1697.800048828125,37.290000915527344,0.14118110414312135,0.4374565748058002,0.019123733397234034,0.044231455262520834
156,2020-06-04,9800.63671875,1718.9000244140625,37.40999984741211,0.14174154202080597,0.44063609238658114,0.01907134191918327,0.03728780341081202
157,2020-06-05,9665.533203125,1676.199951171875,39.54999923706055,0.14088735504888472,0.4489255555763802,0.019167506190234797,0.03463672773494626
160,2020-06-08,9771.4892578125,1698.300048828125,38.189998626708984,0.14348319585280944,0.4223336941455406,0.018523622619510415,0.03395683152065463
161,2020-06-09,9795.7001953125,1714.699951171875,38.939998626708984,0.13785245862291917,0.4162465553589605,0.018086237016039303,0.0407259883499486
162,2020-06-10,9870.0947265625,1713.300048828125,39.599998474121094,0.1376338222373752,0.4152523495565032,0.017321805125128653,0.02741546258910904
163,2020-06-11,9321.78125,1732.0,36.34000015258789,0.1443638029382171,0.45888927654587713,0.01581942528999008,0.027544056843678486
164,2020-06-12,9480.84375,1729.300048828125,36.2599983215332,0.14086506195863188,0.4566116832163144,0.01837895900772955,0.025022102944204552
167,2020-06-15,9450.7021484375,1720.300048828125,37.119998931884766,0.1435330963687316,0.4511753996584746,0.017918749925900344,0.023643163432277157
168,2020-06-16,9538.0244140625,1729.5999755859375,38.380001068115234,0.13890875334924663,0.4397573660895663,0.02020978125289437,0.02505401900950722
169,2020-06-17,9480.2548828125,1729.199951171875,37.959999084472656,0.14015573113891006,0.44265277136512404,0.024079883669361167,0.025902435197416876
170,2020-06-18,9411.8408203125,1724.800048828125,38.84000015258789,0.13960515723914316,0.4421708996308568,0.021739964000527776,0.026977155932997817
171,2020-06-19,9288.0185546875,1745.9000244140625,39.75,0.13202594912249294,0.44471189816184514,0.020857457812221616,0.02926564203754559
174,2020-06-22,9648.7177734375,1756.699951171875,40.459999084472656,0.15378240272555826,0.438690524079336,0.020481746191329222,0.029603358515566246
175,2020-06-23,9629.658203125,1772.0999755859375,40.369998931884766,0.13972401592747782,0.4530908211753377,0.023066225114878488,0.02542073148849478
176,2020-06-24,9313.6103515625,1765.800048828125,38.0099983215332,0.15854307875284493,0.4562392840955307,0.0204683487813157,0.023712577593324787
177,2020-06-25,9264.8134765625,1762.0999755859375,38.720001220703125,0.1418599789530505,0.4374341538285303,0.021349135229808018,0.022650349193165404
178,2020-06-26,9162.91796875,1772.5,38.4900016784668,0.14163111874436293,0.4452459753264616,0.025015632129617684,0.026684545667165757
181,2020-06-29,9190.8544921875,1774.800048828125,39.70000076293945,0.1469455105378349,0.44133608793478435,0.025445672452923892,0.026661625437565808
182,2020-06-30,9137.9931640625,1793.0,39.27000045776367,0.1423801126423407,0.44218044157424474,0.02360575970397309,0.0241883851396354
183,2020-07-01,9228.3251953125,1773.199951171875,39.81999969482422,0.14338888572072134,0.4527870306066959,0.024756650866303253,0.0247611465699805
184,2020-07-02,9123.41015625,1784.0,40.650001525878906,0.13385480354271667,0.46786882764426946,0.022703760090690157,0.023517172965001137
188,2020-07-06,9375.474609375,1788.5,40.630001068115234,0.15085402923394478,0.4897488799294797,0.024457094715746617,0.02767678599663136
189,2020-07-07,9252.27734375,1804.199951171875,40.619998931884766,0.1505445538968474,0.47356193868937035,0.024937696496716306,0.02750861643670738
190,2020-07-08,9428.3330078125,1815.5,40.900001525878906,0.16114848479320124,0.46458962329749404,0.030596675382702897,0.02271725508495339
191,2020-07-09,9277.9677734375,1799.199951171875,39.619998931884766,0.15600466735382257,0.4545473760324584,0.03348367060298159,0.022809634120427694
192,2020-07-10,9278.8076171875,1798.199951171875,40.54999923706055,0.15883371052242262,0.4235417267464433,0.025343050388364347,0.024501572207715483
195,2020-07-13,9243.6142578125,1811.0,40.099998474121094,0.15268090743871543,0.4566723482277259,0.02346860806045654,0.02369745124503386
196,2020-07-14,9243.2138671875,1810.5999755859375,40.290000915527344,0.1480194376027759,0.44114595738576096,0.024087310660499787,0.022907364114636404
197,2020-07-15,9192.8369140625,1811.4000244140625,41.20000076293945,0.14098832871687347,0.4510526211926833,0.02431489666660988,0.02271287590396169
198,2020-07-16,9132.2275390625,1798.699951171875,40.75,0.13277652946586171,0.45929617234960246,0.02403800086212015,0.026134585906480934
199,2020-07-17,9151.392578125,1808.300048828125,40.59000015258789,0.15218102957656365,0.43692727927195724,0.024310984348018014,0.024438511693887954
202,2020-07-20,9164.2314453125,1815.9000244140625,40.810001373291016,0.14708636514568488,0.44436090464093836,0.022290847733897515,0.02500939575596445
203,2020-07-21,9374.8876953125,1842.4000244140625,41.959999084472656,0.13887835989274164,0.4498342072751762,0.01895365089388705,0.02365654110555036
204,2020-07-22,9525.36328125,1864.0999755859375,41.900001525878906,0.16244860817041368,0.4430867253017061,0.019731760242408775,0.026042330707502847
205,2020-07-23,9581.072265625,1889.0999755859375,41.06999969482422,0.18320472239525495,0.4436469776685459,0.025724854746254317,0.024069103158584446
206,2020-07-24,9536.892578125,1897.300048828125,41.290000915527344,0.1861749180310114,0.4393407612300186,0.025456911259117584,0.023473782147572834
209,2020-07-27,10990.873046875,1931.0,41.599998474121094,0.1571268173039282,0.017704478282153623,0.4450294366935507,0.024995211141507604
210,2020-07-28,10912.8232421875,1944.699951171875,41.040000915527344,0.14948368007690024,0.02122651905326876,0.4482440599355669,0.0330573681526009
211,2020-07-29,11100.4677734375,1953.5,41.27000045776367,0.15239821146239038,0.028337239270862492,0.4475082392434317,0.026901264821239536
212,2020-07-30,11111.2138671875,1942.300048828125,39.91999816894531,0.17294149741804193,0.02413697455904084,0.4407755052696401,0.027933087004395507
213,2020-07-31,11323.466796875,1962.800048828125,40.27000045776367,0.171454314619108,0.02642976089862777,0.44488357132087647,0.02716051072703233
216,2020-08-03,11246.3486328125,1966.0,41.0099983215332,0.18746631151609344,0.048796839723024406,0.43754870209716507,0.030094063763073182
217,2020-08-04,11205.892578125,2001.199951171875,41.70000076293945,0.19457836839295625,0.03793629440905902,0.44786675417874244,0.02609153768687014
218,2020-08-05,11747.0224609375,2031.0999755859375,42.189998626708984,0.1730602226410021,0.027532853312281728,0.44613488429744275,0.02515832919612761
219,2020-08-06,11779.7734375,2051.5,41.95000076293945,0.15774260348472852,0.027159508971975322,0.45439769485755965,0.034170721020666525
220,2020-08-07,11601.47265625,2010.0999755859375,41.220001220703125,0.16278343826115585,0.054616293777491734,0.4480397219325454,0.03926178292256552
223,2020-08-10,11878.111328125,2024.4000244140625,41.939998626708984,0.14951843680556376,0.026979577267707937,0.46505762349467983,0.024318160537505035
224,2020-08-11,11410.525390625,1932.5999755859375,41.61000061035156,0.14806557163997275,0.0525778793457822,0.46211121531012816,0.024269066183605397
225,2020-08-12,11584.9345703125,1934.9000244140625,42.66999816894531,0.15404758350298686,0.024847523087186525,0.47695211095355955,0.032991219164880695
226,2020-08-13,11784.1376953125,1956.699951171875,42.2400016784668,0.19028992978223552,0.021226480819119962,0.4670767544301956,0.03801336135106068
227,2020-08-14,11768.87109375,1937.0,42.0099983215332,0.1842442081763651,0.027469834923575985,0.4698599882336267,0.0219888607268524
230,2020-08-17,12254.40234375,1985.0,42.88999938964844,0.14726578615819005,0.03341269240217705,0.47927260717074743,0.025771722015559877
231,2020-08-18,11991.2333984375,1999.4000244140625,42.88999938964844,0.14238776998580066,0.025276608275177352,0.4858375358977052,0.03693618251185373
232,2020-08-19,11758.283203125,1958.699951171875,42.93000030517578,0.1587791285309525,0.0261514131963422,0.4914917529416171,0.027435092431379322
233,2020-08-20,11878.3720703125,1933.800048828125,42.58000183105469,0.1518070776918476,0.026451416060744106,0.4949845729068395,0.021794792128165916
234,2020-08-21,11592.4892578125,1934.5999755859375,42.34000015258789,0.14677689013071907,0.02284559821246277,0.5134661994059628,0.020880479652919195
237,2020-08-24,11774.595703125,1927.699951171875,42.619998931884766,0.15828649453992233,0.01896014817859587,0.4872457180707663,0.018570061264650755
238,2020-08-25,11366.134765625,1911.800048828125,43.349998474121094,0.14766580152591507,0.016674139968900263,0.5057584360973296,0.017406014967615926
239,2020-08-26,11488.36328125,1940.699951171875,43.38999938964844,0.13828331521087012,0.01657358688802671,0.5150809466635917,0.01836783024920936
240,2020-08-27,11323.3974609375,1921.5999755859375,43.040000915527344,0.1398158656014952,0.01967930628124363,0.5126070776405522,0.017183671547372447
241,2020-08-28,11542.5,1964.5999755859375,42.970001220703125,0.14518291730293106,0.018758216752955283,0.50524038474261,0.015528576762406371
244,2020-08-31,11680.8203125,1967.5999755859375,42.61000061035156,0.16886390695357167,0.5016401798991647,0.01599181535105251,0.01891584120493197
245,2020-09-01,11970.478515625,1968.199951171875,42.7599983215332,0.1899246528538683,0.5015207788375421,0.017426410547995104,0.016134644905484562
246,2020-09-02,11414.0341796875,1934.4000244140625,41.5099983215332,0.1908966085353481,0.5123935094318164,0.019246988313956246,0.005662910847540843
247,2020-09-03,10245.296875,1927.5999755859375,41.369998931884766,0.1756370497120115,0.5152237825276946,0.016534432856132864,0.0068352774756130896
248,2020-09-04,10511.8134765625,1923.9000244140625,39.77000045776367,0.15948449702069992,0.5287751178234797,0.018324692247319755,0.008054528267919192
252,2020-09-08,10131.5166015625,1933.0,36.7599983215332,0.16242330087097265,0.5085764800686565,0.014610790505950893,0.01258075586920791
253,2020-09-09,10242.34765625,1944.699951171875,38.04999923706055,0.17458946494852737,0.5068517923003447,0.014438825120572608,0.014556749334136046
254,2020-09-10,10363.138671875,1954.199951171875,37.29999923706055,0.21924886227681084,0.36362430117106104,0.009443403544900121,0.02804880354214198
255,2020-09-11,10400.9150390625,1937.800048828125,37.33000183105469,0.22191896590236415,0.3740572018442424,0.008915875312103784,0.027622346324246413
258,2020-09-14,10680.837890625,1953.0999755859375,37.2599983215332,0.1668083709100203,0.47499174386806814,0.01137625162698898,0.00959052755098642
259,2020-09-15,10796.951171875,1956.300048828125,38.279998779296875,0.15706723252319485,0.4838174275470182,0.012120510513466142,0.03063889439220124
260,2020-09-16,10974.9052734375,1960.199951171875,40.15999984741211,0.16144173137784157,0.5079732737936791,0.014245124824069987,0.007941590161224837
261,2020-09-17,10948.990234375,1940.0,40.970001220703125,0.17726522291028957,0.46050336150445703,0.015458967068622112,0.006915736838241075
262,2020-09-18,10944.5859375,1952.0999755859375,41.11000061035156,0.1573454933643304,0.5269493389547387,0.014301590499891076,0.007621696711837524
265,2020-09-21,10462.259765625,1901.199951171875,39.310001373291016,0.17112050432448067,0.5110711617312663,0.01690679267719981,0.016803383659719756
266,2020-09-22,10538.4599609375,1898.5999755859375,39.599998474121094,0.16584277739603198,0.5003436049751716,0.013280155342467159,0.012857916670584581
267,2020-09-23,10246.1865234375,1859.9000244140625,39.93000030517578,0.1553006579649988,0.5228024377175878,0.019826560249525546,0.01566864056312429
268,2020-09-24,10760.06640625,1868.300048828125,40.310001373291016,0.14133420625097035,0.4053162910892872,0.017421974886195065,0.011911710420762247
269,2020-09-25,10692.716796875,1857.699951171875,40.25,0.14419674921501327,0.42002032775013576,0.01775278035492686,0.023488414672501172
272,2020-09-28,10709.65234375,1872.800048828125,40.599998474121094,0.13200537109764393,0.392988230033315,0.01594991290174721,0.01687024856815816
273,2020-09-29,10844.640625,1894.300048828125,39.290000915527344,0.11783941504480669,0.37805865232090985,0.01656741343897327,0.014324510267966002
274,2020-09-30,10784.4912109375,1887.5,40.220001220703125,0.12398604267872093,0.381092089845947,0.01648188849634158,0.015052461642625073
275,2020-10-01,10619.4521484375,1908.4000244140625,38.720001220703125,0.14343785249993096,0.4318101439034383,0.016856221663580185,0.01681710215219999
276,2020-10-02,10575.974609375,1900.199951171875,37.04999923706055,0.12940030345373896,0.3945262337235425,0.01683114715782933,0.016285302287117845
279,2020-10-05,10793.33984375,1912.5,39.220001220703125,0.12359362596487238,0.35183765763368563,0.0226046652052972,0.004454601710284725
280,2020-10-06,10604.40625,1901.0999755859375,40.66999816894531,0.12363680175242295,0.4189195227132686,0.029571088576692436,0.017153149081223697
281,2020-10-07,10668.96875,1883.5999755859375,39.95000076293945,0.1358622734935809,0.3966884492008126,0.02157313489702896,0.01540207426220536
282,2020-10-08,10915.685546875,1888.5999755859375,41.189998626708984,0.11115781376899192,0.3339231051212439,0.016391604214339647,0.015689287725483912
283,2020-10-09,11064.4580078125,1919.5,40.599998474121094,0.16232601655105036,0.5049016276546142,0.02619459162247423,0.02284337978320303
286,2020-10-12,11555.36328125,1922.5,39.43000030517578,0.5138512090101675,0.17950280847694094,0.004711454146575809,0.00595092893869472
287,2020-10-13,11425.8994140625,1888.5,40.20000076293945,0.16786023517965304,0.4938114590349998,0.02475663736215344,0.027549071493444537
288,2020-10-14,11429.5068359375,1901.300048828125,41.040000915527344,0.16366774906827275,0.5018229680814487,0.0229875402522882,0.028096418743653997
289,2020-10-15,11495.349609375,1903.199951171875,40.959999084472656,0.17735234696897814,0.4821453621409717,0.019588504914510627,0.03069624548825539
290,2020-10-16,11322.123046875,1900.800048828125,40.880001068115234,0.1679672092191661,0.4849286907001713,0.018963279714381956,0.034637765418948724
293,2020-10-19,11742.037109375,1906.4000244140625,40.83000183105469,0.16968818113342776,0.4711070817078542,0.01901622145059404,0.02414650975353775
