,Date,Y_test,Furture - 1,Furture - 2,Furture - 3,Furture - 4,Furture - 5,Furture - 6,Furture - 7
0,2022-12-01,16967.132812499996,14985.543,,,,,,
1,2022-12-02,17088.660156249993,14835.274,15038.901,,,,,
2,2022-12-03,16908.236328124996,14864.088,14853.256,15515.977,,,,
3,2022-12-04,17130.486328124996,14903.86,14921.844,15376.636,15572.114,,,
4,2022-12-05,16974.826171874996,14859.928,15008.976,15415.514,15406.226,15063.054,,
5,2022-12-06,17089.503906249993,14755.06,14959.802,15475.163,15467.222,14952.278,15265.605,
6,2022-12-07,16848.126953124996,14733.736,14815.152,15437.131,15529.991,14976.9795,15153.627,15718.433
7,2022-12-08,17233.474609375,14477.08,14794.074,15328.121,15473.585,15035.727,15137.874,15602.939
8,2022-12-09,17133.15234375,14225.67,14470.931,15307.094,15347.1,15017.629,15169.078,15600.847
9,2022-12-10,17128.724609374996,14096.783,14156.498,15062.353,15335.563,14921.887,15156.91,15652.1
10,2022-12-11,17104.193359374996,14037.563,14044.327,14806.776,15040.158,14888.547,15079.25,15640.681
11,2022-12-12,17206.437499999993,14015.1,14024.668,14669.464,14765.311,14696.635,15036.511,15552.36
12,2022-12-13,17781.318359374996,14045.93,14046.967,14608.104,14647.88,14468.866,14857.514,15510.91
13,2022-12-14,17815.650390625,14000.537,14125.14,14585.384,14604.859,14331.518,14625.456,15321.172
14,2022-12-15,17364.865234374996,14045.468,14075.888,14604.44,14591.337,14246.095,14447.965,15071.894
15,2022-12-16,16647.484375,14163.783,14140.9795,14544.927,14626.358,14215.76,14344.656,14892.744
16,2022-12-17,16795.091796875,14337.233,14324.11,14573.215,14556.997,14222.289,14300.063,14799.71
17,2022-12-18,16757.976562499996,14456.218,14545.566,14677.781,14602.524,14168.945,14302.865,14765.597
18,2022-12-19,16439.679687499996,14452.039,14665.953,14828.733,14735.299,14181.109,14275.798,14773.57
19,2022-12-20,16906.304687499996,14461.867,14612.074,14931.775,14915.385,14269.738,14293.395,14739.136
20,2022-12-21,16817.53515625,14455.504,14592.672,14920.511,15021.345,14384.315,14368.09,14753.668
21,2022-12-22,16830.341796874996,14415.625,14560.209,14928.485,14988.467,14472.589,14501.718,14835.203
22,2022-12-23,16796.953124999993,14435.43,14502.235,14931.012,14994.537,14474.366,14628.215,14970.443
23,2022-12-24,16847.755859374996,14509.382,14532.188,14919.03,14988.824,14487.902,14669.586,15090.826
24,2022-12-25,16841.986328125,14990.324,14634.6875,14957.465,14960.295,14492.025,14686.151,15117.6875
