,Date,Y_test,Furture - 1,Furture - 2,Furture - 3,Furture - 4,Furture - 5,Furture - 6,Furture - 7
54,2023-01-24,22636.46875,17225.365,17787.35,20147.762,21481.545,18981.178,20244.39,20362.39
55,2023-01-25,23117.859375,17546.68,19915.686,18660.986,20074.113,18473.547,21912.92,19488.139
56,2023-01-26,23032.77734375,17241.453,19045.799,20603.535,19418.473,18983.645,23008.639,20039.436
57,2023-01-27,23078.728515625,18628.041,19979.398,21038.26,20145.588,18376.088,21177.652,20483.21
58,2023-01-28,23031.089843749996,17869.21,19571.54,20907.05,20789.389,18612.336,22484.75,19148.986
59,2023-01-29,23774.56640625,17409.438,19298.291,20148.88,21027.25,19283.785,22124.357,21820.023
60,2023-01-30,22840.138671875,18644.494,19775.924,19981.754,19611.754,19249.318,20815.385,21570.533
61,2023-01-31,23139.283203124996,18389.16,19423.861,19538.674,20631.66,20478.355,20836.922,19328.316
62,2023-02-01,23723.769531249996,17393.707,20792.977,19367.387,21307.95,19557.736,21674.67,21599.055
63,2023-02-02,23471.87109375,17390.885,19565.39,18360.145,20989.121,18514.338,21708.482,21656.068
64,2023-02-03,23449.322265625,16922.188,18685.258,18890.598,19744.123,20084.541,21280.541,20958.043
65,2023-02-04,23331.84765625,17419.547,18310.879,21289.32,19610.963,20460.076,21410.94,20828.668
66,2023-02-05,22955.666015624996,17013.217,20219.518,18754.19,20311.797,19650.799,20279.797,20599.621
67,2023-02-06,22760.109375,14643.696,19468.355,19632.729,19204.531,18757.658,20172.957,19540.217
68,2023-02-07,23264.291015624996,17616.842,18765.848,19504.48,20262.506,18068.52,20531.443,20436.139
69,2023-02-08,22939.3984375,15237.148,18303.945,19516.434,20319.566,19240.426,19304.348,17321.223
70,2023-02-09,21819.0390625,17484.686,18326.98,18973.846,20235.143,19257.357,18588.021,17995.408
71,2023-02-10,21651.18359375,17129.014,19483.578,18748.164,20361.236,19471.934,19598.38,19256.506
72,2023-02-11,21870.874999999996,16716.031,19481.58,19414.465,20444.588,17774.102,18915.45,17781.207
73,2023-02-12,21788.203124999996,17666.473,18384.326,19062.596,20298.389,18270.336,18819.129,19380.387
74,2023-02-13,21808.101562499996,16052.182,19310.996,17893.533,18961.646,18731.262,18629.873,17370.684
75,2023-02-14,22220.8046875,17083.379,19205.3,18635.83,18523.332,17826.434,19804.219,17906.408
76,2023-02-15,24307.841796875,16401.22,18646.932,19183.986,18889.932,16189.584,18437.068,18194.691
77,2023-02-16,23623.474609375,15950.06,18081.707,19605.963,20886.11,16527.781,18352.006,18938.11
78,2023-02-17,24565.6015625,15338.895,18728.676,19526.393,20051.568,17840.135,16968.463,17626.924
79,2023-02-18,24641.277343749996,16438.637,17594.732,19575.744,19402.53,17703.248,16910.426,17829.863
80,2023-02-19,24327.642578125,17283.193,18682.076,18061.46,19947.861,17466.469,18067.695,19529.75
81,2023-02-20,24829.148437499996,16639.867,19276.395,19051.768,19664.756,17365.986,18669.738,18350.928
82,2023-02-21,24436.353515624996,16719.426,18975.688,19277.807,19848.863,19827.643,18837.25,18401.852
83,2023-02-22,24188.84375,17018.143,20491.477,20421.545,18157.516,19184.154,17387.422,19372.377
84,2023-02-23,23947.4921875,17431.066,19776.809,18782.088,20672.863,18343.617,19083.682,18728.79
85,2023-02-24,23198.126953125,17253.307,20565.104,20139.107,20590.238,18419.15,18926.332,20488.799
86,2023-02-25,23175.375,17568.39,19956.018,19708.105,19970.564,18922.611,18013.316,19403.541
87,2023-02-26,23561.212890625,15826.319,20851.18,21135.65,19826.072,17825.14,22053.002,20952.443
88,2023-02-27,23522.87109375,17725.66,19855.451,17853.717,20460.93,18964.588,19230.832,20291.88
89,2023-02-28,23147.353515625,17607.121,20829.27,18622.652,19646.426,18689.729,20006.578,20942.926
90,2023-03-01,23646.550781249996,18104.129,20820.447,20318.94,18832.506,19174.402,20457.055,19069.828
91,2023-03-02,23475.466796875,19495.295,21040.719,21296.75,19891.992,17017.305,19235.633,21070.225
92,2023-03-03,22362.6796875,18779.13,20962.635,18753.514,19070.639,18220.521,20286.725,18938.42
93,2023-03-04,22353.349609374996,17761.02,20689.814,19524.469,19580.791,19537.945,19087.389,18542.172
94,2023-03-05,22435.513671875,17658.084,20285.625,20862.33,20085.83,18578.145,21168.955,20091.535
95,2023-03-06,22429.757812499996,17404.48,20143.182,18846.457,19367.133,18436.465,20422.273,19021.334
96,2023-03-07,,,20118.365,18889.541,20016.922,19045.924,19861.666,19312.484
97,2023-03-08,,,,19328.408,19804.451,17234.879,19799.533,19761.15
98,2023-03-09,,,,,20123.201,17112.818,19857.49,19584.354
99,2023-03-10,,,,,,18049.04,19489.12,18547.926
100,2023-03-11,,,,,,,19689.709,18809.82
101,2023-03-12,,,,,,,,19188.549
