,Date,Y_test,Furture - 1,Furture - 2,Furture - 3,Furture - 4,Furture - 5,Furture - 6,Furture - 7
0,2022-12-01,16967.132812499996,7842.267396749084,,,,,,
1,2022-12-02,17088.660156249993,7842.267396749084,8693.071551454734,,,,,
2,2022-12-03,16908.236328124996,7842.267396749084,8693.071551454734,7047.518057996942,,,,
3,2022-12-04,17130.486328124996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,,,
4,2022-12-05,16974.826171874996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,,
5,2022-12-06,17089.503906249993,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,
6,2022-12-07,16848.126953124996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
7,2022-12-08,17233.474609375,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
8,2022-12-09,17133.15234375,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
9,2022-12-10,17128.724609374996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
10,2022-12-11,17104.193359374996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
11,2022-12-12,17206.437499999993,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
12,2022-12-13,17781.318359374996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
13,2022-12-14,17815.650390625,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
14,2022-12-15,17364.865234374996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
15,2022-12-16,16647.484375,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
16,2022-12-17,16795.091796875,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
17,2022-12-18,16757.976562499996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
18,2022-12-19,16439.679687499996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
19,2022-12-20,16906.304687499996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
20,2022-12-21,16817.53515625,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
21,2022-12-22,16830.341796874996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
22,2022-12-23,16796.953124999993,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
23,2022-12-24,16847.755859374996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
24,2022-12-25,16841.986328125,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
25,2022-12-26,16919.804687499996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
26,2022-12-27,16717.173828124996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
27,2022-12-28,16552.572265624993,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
28,2022-12-29,16642.341796874996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
29,2022-12-30,16602.585937499996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
30,2022-12-31,16547.496093749996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
31,2023-01-01,16625.080078125,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
32,2023-01-02,16688.470703124996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
33,2023-01-03,16679.857421875,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
34,2023-01-04,16863.238281249993,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
35,2023-01-05,16836.736328125,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
36,2023-01-06,16951.968749999996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
37,2023-01-07,16955.078125,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
38,2023-01-08,17091.144531249996,7842.267396749084,8693.071551454734,7047.518057996942,7920.070356011163,8533.43434743997,8192.317979599533,8987.85746430719
