Date,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
2020-03-29,11822813.29,13912500000000.0,104430893.6,6.266666667,0.769856338,535787.0,1541.854305,232820,2.041546028,5922.04296875
2020-03-30,11637863.38,13912500000000.0,101664512.3,8.683333333,1.055633204,546702.0,1883.183673,276828,1.094691844,6429.841796875
2020-03-31,13165642.83,13912500000000.0,109963656.2,7.083333333,1.025871107,544088.0,1825.327044,290227,1.112730116,6438.64453125
2020-04-01,12386579.19,13912500000000.0,105814084.2,7.866666667,1.11369449,569905.0,1842.189542,281855,1.43763569,6606.7763671875
2020-04-02,13018917.41,13912500000000.0,105814084.2,8.1,1.115204471,548300.0,1955.398693,299176,1.169980861,6793.62451171875
2020-04-03,11436511.55,13912500000000.0,91290582.46,11.25,1.148502318,479599.0,2111.840909,278763,1.148212113,6733.38720703125
2020-04-04,13560678.0,13912500000000.0,108580465.5,5.483333333,1.077272732,452282.0,1613.210191,253274,2.93569141,6867.52734375
2020-04-05,14957634.88,13912500000000.0,121029181.3,3.966666667,0.769681286,557192.0,1372.908571,240259,3.347102613,6791.12939453125
2020-04-06,11485342.68,13912500000000.0,88524201.18,9.925,1.164635859,598670.0,2191.171875,280470,0.603257355,7271.78125
2020-04-07,15735459.96,13912500000000.0,116188014.0,8.25,1.137403304,554336.0,1861.72619,312770,1.025488354,7176.41455078125
2020-04-08,13302461.42,14397500000000.0,103061194.8,8.041666667,1.116311861,544185.0,1990.020833,286563,1.38630841,7334.0986328125
2020-04-09,14241012.63,14715200000000.0,112650577.8,6.666666667,1.069383357,550585.0,1861.727273,286706,0.616098052,7302.08935546875
2020-04-10,14368680.59,14715200000000.0,119234053.2,6.341666667,0.900077294,474445.0,1770.460123,288585,1.30394053,6865.4931640625
2020-04-11,13917060.69,14715200000000.0,116308064.1,5.2,0.784763679,437242.0,1558.81761,247852,2.974441886,6859.0830078125
2020-04-12,13349664.71,14715200000000.0,111919080.6,5.116666667,0.80040198,549230.0,1493.653595,228529,3.268078424,6971.091796875
2020-04-13,14683700.73,14715200000000.0,125086031.2,5.633333333,0.929310292,583665.0,1684.871345,288113,1.305417063,6845.03759765625
2020-04-14,14587959.14,14715200000000.0,122891539.4,6.583333333,0.988374018,612959.0,1782.089286,299391,1.769623407,6842.427734375
2020-04-15,14558871.74,14715200000000.0,123623036.7,6.25,1.176886651,635870.0,1835.816568,310253,1.442661566,6642.10986328125
2020-04-16,13495677.83,14715200000000.0,112650577.8,7.65,1.111490403,579437.0,2096.772727,322903,1.055960231,7116.80419921875
2020-04-17,11584618.69,14715200000000.0,92900151.84,9.716666667,1.286230614,562996.0,2237.968504,284222,1.079200197,7096.1845703125
2020-04-18,14261973.78,14715200000000.0,115576566.9,6.408333333,1.150726076,485888.0,1829.962025,289134,2.743567306,7257.6650390625
2020-04-19,13731416.21,14715200000000.0,111187583.3,5.641666667,0.97585277,619559.0,1657.789474,251984,2.997045016,7189.4248046875
2020-04-20,14513595.73,14715200000000.0,117771058.6,6.733333333,1.049269988,610555.0,1930.496894,310810,1.452279381,6881.95849609375
2020-04-21,13280755.5,15624800000000.0,115730561.6,8.3,1.068249134,574265.0,2086.248322,310851,1.221974176,6880.3232421875
2020-04-22,11597010.06,15958700000000.0,103923467.2,8.25,1.031391221,666919.0,2127.900763,278755,1.219726026,7117.20751953125
2020-04-23,13203833.92,15958700000000.0,112649865.2,13.22083333,1.287894373,641059.0,2317.21831,329045,1.025892603,7429.724609375
2020-04-24,14000287.8,15958700000000.0,114236483.1,9.466666667,1.273850389,554934.0,2222.604167,320055,0.736377698,7550.90087890625
2020-04-25,13029925.92,15958700000000.0,107890011.8,9.641666667,1.239612485,499998.0,2064.742647,280805,2.214528326,7569.93603515625
2020-04-26,13360910.33,15958700000000.0,108683320.7,7.541666667,1.072414613,629817.0,1845.49635,252833,2.798974962,7679.8671875
2020-04-27,13997087.9,15958700000000.0,111856556.3,9.416666667,1.179406794,644967.0,2207.212766,311217,1.124362817,7795.60107421875
2020-04-28,15084394.04,15958700000000.0,122169572.2,8.15,1.215701039,679872.0,2100.487013,323475,1.426659565,7807.05859375
2020-04-29,15737371.44,15958700000000.0,115029792.0,9.416666667,1.195938752,687395.0,2285.524138,331401,0.494131907,8801.0380859375
2020-04-30,16397343.77,15958700000000.0,107096702.9,12.85,1.268807178,680654.0,2384.977778,321972,0.610625954,8658.5537109375
2020-05-01,17578400.01,15958700000000.0,111856556.3,13.2,1.250539879,578296.0,2415.41844,340574,0.888950425,8864.7666015625
2020-05-02,17019209.54,15958700000000.0,117409718.7,8.408333333,1.341512074,553075.0,1937.655405,286773,2.617071298,8988.5966796875
2020-05-03,19630255.34,15958700000000.0,133275896.9,7.045833333,1.19645581,651350.0,1677.095238,281752,2.458832019,8897.46875
2020-05-04,17898623.63,15958700000000.0,125342807.8,7.470833333,1.086099006,652289.0,2063.911392,326098,1.375533702,8912.654296875
2020-05-05,18282730.76,16079800000000.0,126294576.8,8.016666667,1.204144266,671519.0,2082.753165,329075,1.577745469,9003.0703125
2020-05-06,20611754.96,16104800000000.0,123288445.7,8.675,1.210363383,696092.0,2164.902597,333395,1.257460306,9268.76171875
2020-05-07,18246780.7,16104800000000.0,117684425.4,11.31666667,1.31399202,670883.0,2326.435374,341986,0.941145825,9951.5185546875
2020-05-08,18271845.62,16104800000000.0,109678682.2,14.25833333,1.274328599,631542.0,2362.226277,323625,0.707845736,9842.666015625
2020-05-09,17375844.0,16104800000000.0,108878107.9,13.20833333,1.292073691,571802.0,2297.051471,312399,0.918719842,9593.896484375
2020-05-10,19252835.58,16104800000000.0,136097634.8,5.3,1.246688794,645065.0,1686.994118,286789,1.658911267,8756.4306640625
2020-05-11,17168436.34,16104800000000.0,125690168.6,7.383333333,1.283646981,686850.0,1948.019108,305839,1.011125874,8601.7958984375
2020-05-12,8950520.334,16104800000000.0,116883851.1,11.375,1.279955788,619855.0,2364.486301,345215,0.470427809,8804.4775390625
2020-05-13,7822621.054,16104800000000.0,95268344.37,14.48333333,1.296750555,593862.0,2494.084034,296796,0.424970693,9269.9873046875
2020-05-14,8245134.851,16104800000000.0,91265472.76,11.34583333,1.323246377,644507.0,2357.45614,268750,0.656447115,9733.7216796875
2020-05-15,8969982.477,16104800000000.0,100071790.3,17.36666667,1.272443528,589910.0,2485.136,310642,0.57118762,9328.197265625
2020-05-16,8429266.327,16104800000000.0,100872364.6,13.29166667,1.262686357,495954.0,2353.611111,296555,0.932336197,9377.013671875
2020-05-17,7112392.242,16104800000000.0,81658580.89,14.85833333,1.327792324,602631.0,2321.647059,236808,1.28328166,9670.7392578125
2020-05-18,9800851.106,16104800000000.0,102473513.3,11.59583333,1.352731383,581379.0,2138.460938,273723,0.643756283,9726.5751953125
2020-05-19,8879553.758,16104800000000.0,92066047.08,16.83333333,1.333283061,604523.0,2390.408696,274897,0.67020115,9729.0380859375
2020-05-20,8810740.963,15213700000000.0,86971887.32,16.65,1.327850148,624412.0,2435.104348,280037,0.518619447,9522.9814453125
2020-05-21,9450405.201,15138000000000.0,98579623.7,16.46666667,1.295657931,558174.0,2278.496183,298483,0.517094175,9081.76171875
2020-05-22,7770388.924,15138000000000.0,83529299.47,13.86666667,1.297051252,458476.0,2511.567568,278784,0.593487364,9182.5771484375
2020-05-23,7843058.63,15138000000000.0,89549429.17,15.80833333,1.278850555,551378.0,2262.436975,269230,1.188571716,9209.287109375
2020-05-24,7286826.339,15138000000000.0,87291880.53,10.2,1.41277356,605213.0,1849.396552,214530,0.742231736,8790.3681640625
2020-05-25,7689659.793,15138000000000.0,94064526.43,9.616666667,1.2793314,603823.0,2127.0,265875,0.322271672,8906.9345703125
2020-05-26,7687822.768,15138000000000.0,93312010.22,11.95,1.307555581,617362.0,2385.33871,295782,0.747837809,8835.052734375
2020-05-27,9241012.007,15138000000000.0,103847237.2,9.191666667,1.34352729,591013.0,2122.65942,292927,0.55871995,9181.017578125
2020-05-28,8457127.388,15138000000000.0,98579623.7,11.41666667,1.281801489,556912.0,2289.389313,299910,0.650799245,9525.7509765625
2020-05-29,8526743.19,15138000000000.0,95569558.86,13.88333333,1.270912551,495162.0,2212.283465,280960,0.515957627,9439.1240234375
2020-05-30,9913195.966,15138000000000.0,117392529.0,7.679166667,1.245524103,623944.0,1833.628205,286046,1.365125458,9700.4140625
2020-05-31,9542417.459,15138000000000.0,112877431.7,7.808333333,1.05190532,638403.0,1722.846667,258427,0.611357258,9461.05859375
2020-06-01,8910754.391,15138000000000.0,100837172.3,13.27916667,1.269376455,646746.0,2300.835821,308312,0.370500401,10167.2685546875
2020-06-02,8941264.807,15138000000000.0,97074591.28,11.7,1.283667217,628388.0,2357.472868,304114,0.33247559,9529.8037109375
2020-06-03,9081230.369,15138000000000.0,104599753.4,13.16666667,1.282827432,643217.0,2258.992806,314000,0.663875932,9656.7177734375
2020-06-04,9764314.2,14477100000000.0,108668660.7,10.4,1.236471563,548424.0,2107.847682,318285,0.55643114,9800.63671875
2020-06-05,11573082.69,13732400000000.0,122192367.7,6.366666667,1.042586804,487527.0,1827.273743,327082,0.643625556,9665.533203125
2020-06-06,12477168.4,13732400000000.0,133797229.5,3.983333333,0.793185082,625333.0,1453.433673,284873,2.157794845,9653.6796875
2020-06-07,9821022.765,13732400000000.0,108539589.2,5.833333333,0.861702465,644690.0,1587.220126,252368,1.960864183,9758.8525390625
2020-06-08,10379765.62,13732400000000.0,110587506.0,7.675,1.151651278,645485.0,1958.487654,317275,0.702782221,9771.4892578125
2020-06-09,10182263.04,13732400000000.0,109222228.1,7.8,1.176594881,673800.0,2044.2125,327074,0.855988628,9795.7001953125
2020-06-10,10401186.39,13732400000000.0,111952783.8,7.733333333,1.080857506,635165.0,1982.70122,325163,0.877703129,9870.0947265625
2020-06-11,11473619.15,13732400000000.0,126288201.3,6.3,1.382471195,541115.0,1797.243243,332490,0.494581159,9321.78125
2020-06-12,9866334.581,13732400000000.0,111270144.9,7.066666667,1.355473221,502951.0,1952.601227,318274,0.829144902,9480.84375
2020-06-13,9622452.784,13732400000000.0,107856950.3,7.683333333,1.067535646,606713.0,1773.297468,280181,1.669021901,9475.27734375
2020-06-14,10380781.54,13732400000000.0,116048617.4,5.283333333,0.825322441,683561.0,1621.9,275723,2.261451991,9386.7880859375
2020-06-15,8280410.6,13732400000000.0,94204171.77,10.65416667,1.129341761,669086.0,2133.826087,294468,0.489995536,9450.7021484375
2020-06-16,9617963.21,14266000000000.0,106374812.7,11.2875,1.22310094,582343.0,2270.113333,340517,0.580311454,9538.0244140625
2020-06-17,8709273.108,15784700000000.0,108283617.6,12.2,1.271521826,674050.0,2417.007246,333547,0.512833392,9480.2548828125
2020-06-18,7714420.955,15784700000000.0,97298323.04,9.508333333,1.249730742,553650.0,2289.491935,283897,0.647619046,9411.8408203125
2020-06-19,8736099.478,15784700000000.0,111422273.2,10.625,1.284985049,475037.0,2423.535211,344142,0.374424038,9288.0185546875
2020-06-20,8238014.002,15784700000000.0,107498953.7,9.883333333,1.107477416,603576.0,2073.890511,284123,1.419169283,9332.3408203125
2020-06-21,9006615.206,15784700000000.0,114560928.7,7.325,0.981158459,704215.0,1776.986301,259440,1.677304613,9303.6298828125
2020-06-22,8923565.201,15784700000000.0,112206937.1,7.791666667,1.103866923,625283.0,2107.664336,301396,0.651551389,9648.7177734375
2020-06-23,9964641.895,15784700000000.0,123976895.5,9.15,1.304964854,631260.0,2248.455696,355256,0.461744088,9629.658203125
2020-06-24,8594577.459,15784700000000.0,109068281.5,11.225,1.288159849,646111.0,2246.913669,312321,0.515086955,9313.6103515625
2020-06-25,8504016.548,15784700000000.0,110637609.3,10.75833333,1.253759667,546558.0,2214.06383,312183,0.469897988,9264.8134765625
2020-06-26,9950436.658,15784700000000.0,128684878.9,7.325,1.186091189,500152.0,2014.518293,330381,0.501998388,9162.91796875
2020-06-27,8059992.059,15784700000000.0,108283617.6,9.441666667,1.105369536,625207.0,1996.297101,275489,1.347352176,9045.390625
2020-06-28,8666896.613,15784700000000.0,117699584.3,6.316666667,0.9017818,621031.0,1766.06,264909,1.439140169,9143.58203125
2020-06-29,8562734.803,15784700000000.0,113776264.8,8.433333333,1.248924407,758469.0,2175.337931,315424,0.782141422,9190.8544921875
2020-06-30,8801310.462,15784600000000.0,115344676.1,9.866666667,1.189839531,674745.0,2039.0,299733,0.912954748,9137.9931640625
2020-07-01,10124055.94,15784200000000.0,127111309.0,10.14166667,1.295763333,661454.0,2361.54321,382570,0.689518208,9228.3251953125
2020-07-02,9907317.704,15784200000000.0,128680584.5,9.445833333,1.133437396,561108.0,2069.932927,339469,0.745308503,9123.41015625
2020-07-03,9873738.207,15784200000000.0,127895946.7,9.85,1.198966086,509206.0,2030.730061,331009,0.849188873,9087.3037109375
2020-07-04,9203934.106,15784200000000.0,123188120.5,6.633333333,1.037606389,678157.0,1838.515924,288647,1.538164835,9132.48828125
2020-07-05,9453537.181,15784200000000.0,127895946.7,5.033333333,0.921691712,706177.0,1681.619632,274104,1.848083207,9073.9423828125
2020-07-06,9573702.526,15784200000000.0,120834207.4,8.133333333,1.227644104,702636.0,2199.785714,338767,0.677419748,9375.474609375
2020-07-07,9827305.846,15784200000000.0,126326671.3,8.825,1.103862236,708162.0,2148.913043,345975,0.776829794,9252.27734375
2020-07-08,9269106.007,15784200000000.0,118480294.2,9.858333333,1.247866834,681724.0,2301.02649,347455,0.58572516,9428.3330078125
2020-07-09,10324012.45,15784200000000.0,128680584.5,8.775,1.267096006,601249.0,2211.695122,362718,0.74632476,9277.9677734375
2020-07-10,9821730.664,15784200000000.0,126326671.3,8.0,1.208174025,525851.0,2149.043478,345996,0.792140361,9278.8076171875
2020-07-11,9308390.998,15784200000000.0,122403482.8,8.625,1.091070692,638906.0,1966.480769,306771,1.614435799,9240.3466796875
2020-07-12,9012154.571,15784200000000.0,119264931.9,7.133333333,0.979820947,734433.0,1857.657895,282364,1.872198392,9276.5
2020-07-13,8910800.363,16570400000000.0,121086665.7,8.266666667,1.143550707,671171.0,2110.387755,310227,0.657980321,9243.6142578125
2020-07-14,9003009.805,17345900000000.0,124167138.5,11.975,1.259092438,709099.0,2498.9375,359847,0.722884168,9243.2138671875
2020-07-15,8552242.709,17345900000000.0,118993507.8,9.858333333,1.313624087,629600.0,2290.318841,316064,0.689996436,9192.8369140625
2020-07-16,8476261.345,17345900000000.0,117268964.2,12.06666667,1.276772463,632584.0,2543.007353,345849,0.669008509,9132.2275390625
2020-07-17,7439212.406,17345900000000.0,101748071.9,11.86666667,1.264411822,550119.0,2490.737288,293907,0.675686518,9151.392578125
2020-07-18,8257260.544,17345900000000.0,112095333.4,19.9,1.276202185,644972.0,2392.476923,311022,1.181061987,9159.0400390625
2020-07-19,8030628.817,17345900000000.0,112957605.2,10.21666667,1.332783611,660884.0,2115.21374,277093,1.264658827,9185.8173828125
2020-07-20,8809861.149,17345900000000.0,121580323.2,8.683333333,1.287877816,748958.0,2196.787234,309747,0.833644781,9164.2314453125
2020-07-21,8215338.734,17345900000000.0,107783974.4,11.2,1.290345384,696765.0,2502.968,312871,0.619134805,9374.8876953125
2020-07-22,9764974.368,17345900000000.0,124167138.5,11.81666667,1.260738632,740460.0,2533.277778,364792,0.607675713,9525.36328125
2020-07-23,9402091.579,17345900000000.0,117268964.2,10.03333333,1.293743603,619497.0,2472.389706,336245,0.542522082,9581.072265625
2020-07-24,10810915.04,17345900000000.0,138825759.1,9.666666667,1.314238963,608050.0,2294.608696,369432,0.683584158,9536.892578125
2020-07-25,9515131.312,17345900000000.0,122442595.0,9.241666667,1.370815563,690892.0,2069.598592,293883,1.062761376,9677.11328125
2020-07-26,10587041.6,17345900000000.0,136238943.7,8.9125,1.343587361,745966.0,1889.746835,298580,1.048987985,9905.1669921875
2020-07-27,11099308.3,17309200000000.0,128205972.9,8.15,1.28513553,717842.0,2193.080537,326769,0.44027684,10990.873046875
2020-07-28,12037341.11,16847600000000.0,121437040.4,11.31666667,1.280557683,689993.0,2446.496552,354742,0.440508905,10912.8232421875
2020-07-29,12189404.75,16847600000000.0,123949530.9,10.975,1.283028885,733209.0,2341.358108,346521,0.58984681,11100.4677734375
2020-07-30,11301864.7,16847600000000.0,113062072.1,14.70833333,1.287137022,644333.0,2428.066667,327789,0.596858156,11111.2138671875
2020-07-31,12639960.42,16847600000000.0,128137015.0,12.73333333,1.299889137,616214.0,2332.718954,356906,0.592762256,11323.466796875
2020-08-01,11439834.23,16847600000000.0,114737065.8,15.48333333,1.287825234,708227.0,2165.729927,296705,0.891978009,11759.5927734375
2020-08-02,11205874.85,16847600000000.0,118087053.1,9.5,1.353125277,708169.0,2041.624113,287869,0.964517304,11053.6142578125
2020-08-03,12873862.58,16847600000000.0,135674486.5,7.433333333,1.326875364,655315.0,2060.203704,333753,0.489340954,11246.3486328125
2020-08-04,11438679.08,16847600000000.0,121437040.4,9.491666667,1.310942876,762479.0,2269.186207,329032,0.755197283,11205.892578125
2020-08-05,10806917.39,16847600000000.0,108037091.1,9.9,1.267972853,707225.0,2262.124031,291814,0.781803763,11747.0224609375
2020-08-06,13771270.44,16847600000000.0,130649505.5,12.03333333,1.277008282,625679.0,2285.974359,356612,0.648945301,11779.7734375
2020-08-07,12898632.94,16847600000000.0,127299518.2,10.66666667,1.301960691,564507.0,2148.019737,326499,0.679736102,11601.47265625
2020-08-08,11292366.65,16847600000000.0,118924549.9,9.591666667,1.327259739,683507.0,1997.401408,283631,1.179596825,11754.0458984375
2020-08-09,12105371.36,16847600000000.0,130649505.5,7.125,1.250962391,744212.0,1720.525641,268402,1.476721626,11675.7392578125
2020-08-10,11774383.19,16871700000000.0,114901504.5,12.20833333,1.249095445,733894.0,2250.854015,308367,0.577602036,11878.111328125
2020-08-11,12966824.45,16947800000000.0,129741892.8,11.725,1.285126143,690043.0,2272.415584,349952,0.707212674,11410.525390625
2020-08-12,12684820.61,16947800000000.0,132269332.3,10.16666667,1.300253535,755913.0,2206.401274,346405,0.781789195,11584.9345703125
2020-08-13,11879252.3,16947800000000.0,123844534.1,10.48333333,1.207145844,664922.0,2213.238095,325346,0.696704196,11784.1376953125
2020-08-14,13709961.99,16947800000000.0,140694130.5,10.9,1.264694557,571198.0,2189.694611,365679,0.597710826,11768.87109375
2020-08-15,12537672.54,16947800000000.0,131426852.5,10.62083333,1.229856109,652100.0,2011.282051,313760,1.149857225,11865.6982421875
2020-08-16,12130221.32,16947800000000.0,128056933.2,9.45,1.147488007,739835.0,1875.453947,285069,1.314190744,11892.8037109375
2020-08-17,10390360.22,16947800000000.0,105309978.0,13.13333333,1.268331056,710405.0,2343.552,292944,0.50772864,12254.40234375
2020-08-18,12747409.95,16947800000000.0,117947175.3,20.0,1.245246229,705709.0,2471.685714,346036,0.539373127,11991.2333984375
2020-08-19,11920459.63,16947800000000.0,116262215.7,16.3,1.294059855,675988.0,2419.413043,333879,0.610897538,11758.283203125
2020-08-20,12309250.39,16947800000000.0,123002054.3,12.275,1.265249952,649053.0,2285.5,333683,0.769378554,11878.3720703125
2020-08-21,12988330.81,16947800000000.0,130584372.7,11.725,1.344396961,569381.0,2027.722581,314297,0.856407586,11592.4892578125
2020-08-22,11060458.29,16947800000000.0,114577256.0,12.10833333,1.318342846,674821.0,2291.904412,311699,1.167219181,11681.8251953125
2020-08-23,12250514.72,16947800000000.0,132269332.3,9.733333333,1.251878968,678008.0,1839.031847,288728,1.76361184,11664.84765625
2020-08-24,11845489.15,17340900000000.0,128441437.2,11.53333333,1.166158577,696908.0,2208.946309,329133,0.877751454,11774.595703125
2020-08-25,10414543.57,17558000000000.0,111720008.7,13.67916667,1.318086656,702891.0,2378.195313,304409,0.662542615,11366.134765625
2020-08-26,11345447.78,17558000000000.0,123939384.6,13.68333333,1.302465423,720277.0,2282.985915,324184,0.70611654,11488.36328125
2020-08-27,10690122.01,17558000000000.0,112592821.3,19.79166667,1.26882631,617518.0,2543.852713,328157,0.675423908,11323.3974609375
2020-08-28,13003916.08,17558000000000.0,142268448.6,12.09166667,1.302147368,555079.0,2163.93865,352722,0.645773414,11542.5
2020-08-29,11257775.01,17558000000000.0,127430634.9,11.24166667,1.328303404,662241.0,2005.363014,292783,1.202614841,11506.865234375
2020-08-30,9959939.365,17558000000000.0,110847196.1,13.71666667,1.310540197,795329.0,2119.007874,269114,0.911970937,11711.505859375
2020-08-31,12191565.47,17558000000000.0,130921885.2,10.20416667,1.171316933,714425.0,2019.466667,302920,0.518562088,11680.8203125
2020-09-01,12943722.05,17558000000000.0,134413135.5,13.88333333,1.273975422,691592.0,2444.857143,376508,0.549116692,11970.478515625
2020-09-02,12071209.2,17558000000000.0,125685009.8,14.75833333,1.293518292,680093.0,2204.506944,317449,0.572537761,11414.0341796875
2020-09-03,10387319.33,17558000000000.0,112592821.3,13.98333333,1.295405659,685736.0,2410.248062,310922,0.473082622,10245.296875
2020-09-04,10521917.64,17558000000000.0,117829696.7,14.975,1.300009081,557370.0,2209.525926,298286,0.418779922,10511.8134765625
2020-09-05,10426131.58,17558000000000.0,123066572.1,17.36666667,1.276079518,672721.0,2308.673759,325523,0.825260099,10169.5673828125
2020-09-06,10418304.67,17558000000000.0,130921885.2,11.225,1.421785773,693543.0,1752.133333,262820,1.105234835,10280.3515625
2020-09-07,12203310.68,17445300000000.0,151762133.8,11.2,1.280486143,681429.0,1872.354286,327662,0.698470233,10369.5634765625
2020-09-08,10676168.87,17346000000000.0,133652505.3,12.78333333,1.249473174,745318.0,2146.245161,332668,0.625689469,10131.5166015625
2020-09-09,10385265.13,17346000000000.0,128478860.0,12.65,1.194565423,677215.0,2113.181208,314864,0.702067846,10242.34765625
2020-09-10,11342158.76,17346000000000.0,136239328.0,14.70833333,1.333325968,604531.0,2189.753165,345981,0.751036157,10363.138671875
2020-09-11,9984827.137,17346000000000.0,118993843.5,13.5625,1.328602123,540351.0,2234.224638,308323,0.618233158,10400.9150390625
2020-09-12,11755971.41,17346000000000.0,146586618.7,10.6,1.060539071,726085.0,1765.6,300152,1.373667084,10442.1708984375
2020-09-13,11038733.64,17346000000000.0,139688424.9,9.866666667,0.938489469,718787.0,1574.753086,255110,1.403495535,10323.755859375
2020-09-14,12485219.77,17346000000000.0,151760264.1,12.25,1.160497602,747111.0,2011.477273,354020,0.760677157,10680.837890625
2020-09-15,11329376.27,17346000000000.0,134514779.6,13.275,1.172355218,740029.0,2134.339744,332957,0.67631897,10796.951171875
2020-09-16,11397006.21,17346000000000.0,133652505.3,13.61666667,1.309139768,687638.0,2210.380645,342609,0.607709961,10974.9052734375
2020-09-17,12881875.6,17346000000000.0,153484812.6,11.6375,1.268264388,624125.0,1958.320225,348581,0.745200591,10948.990234375
2020-09-18,12027086.74,17346000000000.0,142275247.6,12.41666667,1.153905552,535691.0,1970.648485,325157,0.620798857,10944.5859375
2020-09-19,10777756.11,17346000000000.0,128478860.0,15.23333333,1.249747779,644695.0,1988.973154,296357,1.055801492,11094.3466796875
2020-09-20,10041684.8,19148300000000.0,135165071.8,12.53333333,1.093970106,678668.0,1824.612676,259095,1.187146803,10938.271484375
2020-09-21,10351909.52,19314700000000.0,139219832.8,13.36666667,1.206441297,733591.0,2052.448276,297605,0.639579028,10462.259765625
2020-09-22,9208013.415,19314700000000.0,123857644.3,17.26666667,1.286297791,684217.0,2426.271318,312989,0.568134653,10538.4599609375
2020-09-23,10252434.96,19314700000000.0,136339422.4,21.475,1.287952528,741029.0,2464.352113,349938,0.531104033,10246.1865234375
2020-09-24,9928235.839,19314700000000.0,131538738.5,15.64166667,1.258397307,591249.0,2310.59854,316552,0.487088501,10760.06640625
2020-09-25,12502201.35,19314700000000.0,162263115.4,14.48333333,1.348089142,538619.0,2089.171598,353070,0.656566704,10692.716796875
2020-09-26,10759364.73,19314700000000.0,144020516.6,13.29583333,1.312045573,629197.0,1841.08,276162,1.35455517,10750.7236328125
2020-09-27,10713359.14,19314700000000.0,145940790.2,12.55833333,1.01567023,735651.0,1706.460526,259382,1.356260065,10775.26953125
2020-09-28,9531618.971,19314700000000.0,123857644.3,15.15,1.244179667,748143.0,2290.511628,295476,0.579454811,10709.65234375
2020-09-29,10337349.26,19314700000000.0,135379285.6,18.1,1.274256454,679937.0,2465.929078,347696,0.588578137,10844.640625
2020-09-30,11484361.34,19314700000000.0,149781337.3,18.38333333,1.324411436,689077.0,2252.673077,351417,0.735646255,10784.4912109375
2020-10-01,9416443.243,19314700000000.0,119056960.4,20.14166667,1.300792403,642826.0,2457.717742,304757,0.56219429,10619.4521484375
2020-10-02,10232863.85,19314700000000.0,130578601.8,18.75833333,1.291145963,562147.0,2319.433824,315443,0.448041453,10575.974609375
2020-10-03,10855303.17,19314700000000.0,144980653.4,18.15,1.324275397,635097.0,2058.642384,310855,1.282442199,10549.3291015625
2020-10-04,11055916.22,19300700000000.0,151592064.1,14.7625,1.219977316,692891.0,1696.322785,268019,1.741795288,10669.5830078125
2020-10-05,10710768.43,19298100000000.0,134303836.4,15.375,1.199752821,762636.0,2107.042857,294986,0.797051328,10793.33984375
2020-10-06,10054284.61,19298100000000.0,124710705.3,19.225,1.300707385,698982.0,2445.553846,317922,0.725784357,10604.40625
2020-10-07,11193916.29,19298100000000.0,144856280.7,16.48333333,1.278854629,714645.0,2454.0,370554,0.605739939,10668.96875
2020-10-08,12084850.91,19298100000000.0,155408725.0,16.14166667,1.22370558,631182.0,2038.438272,330227,0.772629719,10915.685546875
