Date,Y_test,Y_SARIMAX,Y_LR,Y_XGBR,Y_LSTM,Y_GRU
2023-02-06,22955.666015624996,10268.628309200129,21445.813966522426,22015.055,35520.695,19116.988
2023-02-07,22760.109375,10069.503839225623,20282.41036511344,19661.87,34995.133,19845.055
2023-02-08,23264.291015624996,9703.204778232825,20316.35770842248,19031.178,34833.83,19961.715
2023-02-09,22939.3984375,9384.798584113185,20716.296020070007,19537.91,35240.258,19202.834
2023-02-10,21819.0390625,9120.300258216344,21137.672475098647,18860.172,35323.133,18904.746
2023-02-11,21651.18359375,9680.49531525492,18630.15465656284,19538.676,35233.234,18921.582
2023-02-12,21870.874999999996,9050.176743598824,18908.30944665055,19799.729,35303.28,18689.318
2023-02-13,21788.203124999996,9196.726364859482,18447.264404601407,19699.219,35551.49,18462.84
2023-02-14,21808.101562499996,9188.747715022308,17556.38762474234,19722.998,35481.477,18684.271
2023-02-15,22220.8046875,9874.921631042886,17576.15410297458,19835.477,35456.742,18761.275
2023-02-16,24307.841796875,9433.708007573705,17775.23372207028,19778.967,35531.41,18464.055
2023-02-17,23623.474609375,10032.928565917258,17233.362313694994,22612.357,35830.883,18142.445
2023-02-18,24565.6015625,9486.177760121303,17120.27325747897,20100.83,35612.168,18891.744
2023-02-19,24641.277343749996,9157.039261226386,17667.20428355855,20933.008,35783.555,19308.162
2023-02-20,24327.642578125,9710.986331428867,17628.938699811337,21776.357,36018.66,19600.883
2023-02-21,24829.148437499996,9570.13703015544,18333.04038196595,21368.379,36092.227,19903.656
2023-02-22,24436.353515624996,8768.455882771714,20112.31516254591,20742.586,36474.312,19682.36
2023-02-23,24188.84375,10004.169481373232,18606.022028805797,25367.047,37000.953,19460.225
2023-02-24,23947.4921875,9429.865445083587,19773.50123983992,22808.234,37252.656,19314.238
2023-02-25,23198.126953125,9584.31282655304,18346.97994742358,24439.229,36774.652,19636.256
2023-02-26,23175.375,9760.175451153718,20287.022279483448,24859.857,36645.87,19640.979
2023-02-27,23561.212890625,9837.822864024278,22483.481523881223,23967.451,36445.406,19258.635
2023-02-28,23522.87109375,9515.612025015052,19319.080486459796,22879.857,36320.816,19092.924
2023-03-01,23147.353515625,9907.812244418823,19665.109245536314,23629.496,36323.02,18805.094
2023-03-02,23646.550781249996,9223.076452784097,21751.732337442176,18762.283,35890.035,19070.812
2023-03-03,23475.466796875,9295.117504096559,18021.030257058475,23416.727,36163.316,18986.955
2023-03-04,22362.6796875,9301.14206606542,20594.68231892036,19900.965,35645.746,19472.217
2023-03-05,22353.349609374996,9238.671879927348,16971.272138589815,20061.104,35856.688,18886.287
2023-03-06,22435.513671875,9467.961781663766,16814.04222985118,21604.674,36603.367,17549.797
2023-03-07,22429.757812499996,9731.14193679035,17081.035420231055,20151.281,36324.176,17922.523
2023-03-08,22219.769531249996,10009.735956904009,19466.371524511884,18743.105,36506.84,17129.846
2023-03-09,21718.080078124996,10116.75853177583,16225.456139871956,23023.322,36828.34,16442.49
2023-03-10,20363.021484375,9484.961321644769,18829.227332935236,18625.805,36464.766,16723.625
2023-03-11,20187.244140625,9819.473869401676,18870.477953009682,22400.955,36483.68,16242.542
2023-03-12,20632.41015625,9267.871321896406,18609.072279787284,18871.902,36153.074,16453.277
2023-03-13,22163.94921875,9901.574464586096,15089.708339495706,19818.014,36118.426,16415.795
