Date,Y_test,Y_SARIMAX
2022-12-08,16848.126953124996,7755.703345575928
2022-12-09,17233.474609375,8115.553847837998
2022-12-10,17133.15234375,6602.400353023232
2022-12-11,17128.724609374996,7014.704261472069
2022-12-12,17104.193359374996,8649.964299531743
2022-12-13,17206.437499999993,7954.881258953734
2022-12-14,17781.318359374996,8169.845016171235
2022-12-15,17815.650390625,7912.673559762046
2022-12-16,17364.865234374996,7934.709529863041
2022-12-17,16647.484375,7320.41839712715
2022-12-18,16795.091796875,8073.027699931421
2022-12-19,16757.976562499996,7895.251117404104
2022-12-20,16439.679687499996,8000.928148058199
2022-12-21,16906.304687499996,8054.924116619793
2022-12-22,16817.53515625,7650.592749091073
2022-12-23,16830.341796874996,8954.130209447625
2022-12-24,16796.953124999993,8157.003683635775
2022-12-25,16847.755859374996,9673.03754575514
2022-12-26,16841.986328125,9632.808245316017
2022-12-27,16919.804687499996,10078.212939064504
2022-12-28,16717.173828124996,9163.832638809468
2022-12-29,16552.572265624993,9452.449530490469
2022-12-30,16642.341796874996,8905.562114957907
2022-12-31,16602.585937499996,10575.118890373025
2023-01-01,16547.496093749996,9875.528397789883
2023-01-02,16625.080078125,10767.743001730592
2023-01-03,16688.470703124996,11950.82944837487
2023-01-04,16679.857421875,10603.487086120911
2023-01-05,16863.238281249993,9475.698835926252
2023-01-06,16836.736328125,9786.198673023966
2023-01-07,16951.968749999996,8913.844841577387
2023-01-08,16955.078125,10140.168826564755
2023-01-09,17091.144531249996,9625.366093298091
2023-01-10,17196.5546875,10858.18193670871
2023-01-11,17446.292968749996,9061.914832534694
2023-01-12,17934.896484375,9237.365535963947
2023-01-13,18869.587890624996,9258.859715596998
2023-01-14,19909.574218749996,9451.596376600935
2023-01-15,20976.298828125,10809.215355417997
2023-01-16,20880.798828125,9419.74993961043
2023-01-17,21169.632812499996,9723.810055481747
2023-01-18,21161.51953125,9264.299229509661
2023-01-19,20688.781249999996,9735.146842668473
2023-01-20,21086.79296875,9158.37645986182
2023-01-21,22676.552734374996,9860.209772189557
2023-01-22,22777.625,9115.899819439368
2023-01-23,22720.416015624996,9949.651247611479
2023-01-24,22934.431640625,9394.066258135052
2023-01-25,22636.46875,10177.903372885949
2023-01-26,23117.859375,10570.295801209762
2023-01-27,23032.77734375,9986.053288861633
2023-01-28,23078.728515625,9420.1048106349
2023-01-29,23031.089843749996,10422.136215188084
2023-01-30,23774.56640625,8587.630113267096
2023-01-31,22840.138671875,10709.665282949207
2023-02-01,23139.283203124996,10192.921565859999
2023-02-02,23723.769531249996,10329.98903408279
2023-02-03,23471.87109375,9305.640894904405
2023-02-04,23449.322265625,12019.199908874381
2023-02-05,23331.84765625,10457.648430389512
2023-02-06,22955.666015624996,11100.087914685831
2023-02-07,22760.109375,10098.753667704052
2023-02-08,23264.291015624996,10788.076200680858
2023-02-09,22939.3984375,8649.383305547128
2023-02-10,21819.0390625,10584.15334089484
2023-02-11,21651.18359375,8811.226399152385
2023-02-12,21870.874999999996,9718.77167184836
2023-02-13,21788.203124999996,9102.182397277375
2023-02-14,21808.101562499996,10784.851122299277
2023-02-15,22220.8046875,8792.170597857936
2023-02-16,24307.841796875,10315.671584298341
2023-02-17,23623.474609375,8707.222923778567
2023-02-18,24565.6015625,10625.101514939051
2023-02-19,24641.277343749996,10315.139807629603
2023-02-20,24327.642578125,9727.557670048089
2023-02-21,24829.148437499996,9795.238471825027
2023-02-22,24436.353515624996,10224.53021268304
2023-02-23,24188.84375,9329.043942594219
2023-02-24,23947.4921875,9477.411155292782
2023-02-25,23198.126953125,10086.437963421684
2023-02-26,23175.375,9163.880890110222
2023-02-27,23561.212890625,9430.826732127982
2023-02-28,23522.87109375,9451.434230727158
2023-03-01,23147.353515625,10169.045032184116
2023-03-02,23646.550781249996,9385.094974122376
2023-03-03,23475.466796875,10034.528093511628
2023-03-04,22362.6796875,9916.183690552574
2023-03-05,22353.349609374996,9601.901131182303
2023-03-06,22435.513671875,10243.979095675551
2023-03-07,22429.757812499996,9431.840742658751
2023-03-08,22219.769531249996,9590.566925790963
2023-03-09,21718.080078124996,9499.66591598483
2023-03-10,20363.021484375,10061.912188091399
2023-03-11,20187.244140625,8854.792393327805
2023-03-12,20632.41015625,9494.81919890285
2023-03-13,22163.94921875,9795.036983546983
