,Date,Y_test,Furture - 1,Furture - 2,Furture - 3,Furture - 4,Furture - 5,Furture - 6,Furture - 7
0,2022-12-01,16967.132812499996,12250.319563751913,,,,,,
1,2022-12-02,17088.660156249993,12707.100031423419,11727.016131257296,,,,,
2,2022-12-03,16908.236328124996,11438.520297156158,12170.920708362288,11111.182178743475,,,,
3,2022-12-04,17130.486328124996,12059.680890003625,10949.38399052203,11674.917206230102,10912.348794508116,,,
4,2022-12-05,16974.826171874996,12058.888503625763,11490.811570645114,10299.263373177335,11085.51018676248,10254.887309573363,,
5,2022-12-06,17089.503906249993,12230.814274818991,11184.45716273762,10611.739536440946,9466.976583998203,10242.64204023625,9618.315297785195,
6,2022-12-07,16848.126953124996,14292.398950434004,10985.187009243564,10028.628172917946,9452.060819908644,8250.055721904755,9080.748172525791,8562.065277176394
7,2022-12-08,17233.474609375,14575.617311473456,14021.515101213545,10687.158942368545,9509.54176364738,8846.495960053671,7567.674784954943,8395.066662746021
8,2022-12-09,17133.15234375,14462.1852985633,14479.810748305941,13848.112215867528,9968.813269154543,8675.410400814868,8010.213065103322,6783.258273911807
9,2022-12-10,17128.724609374996,13955.134093215527,13858.853490514255,13863.520666266066,13258.6044244361,9511.35317453579,8084.763836690143,7394.694089720921
10,2022-12-11,17104.193359374996,14870.652849886317,14230.697405029709,13976.642739728934,13903.436047146444,13071.099117560809,8777.56520087826,7266.949035835833
11,2022-12-12,17206.437499999993,14506.540027706631,14331.737451575544,13601.805125242381,13415.170183751936,13404.854720404088,12603.371917404018,8603.587949010585
12,2022-12-13,17781.318359374996,13166.896226356846,13468.613479511394,13250.183461779056,12560.502566496587,12304.924333018847,12222.121615689704,11574.863896667812
13,2022-12-14,17815.650390625,13117.862460513368,12397.120382773,12663.038434553131,12452.601603630184,11655.204225113228,11405.85249511346,11467.02713042723
14,2022-12-15,17364.865234374996,14429.769041463007,13175.980940640458,12430.420531307649,12697.812899092976,12515.503185412746,11665.922428369433,11503.959123927081
15,2022-12-16,16647.484375,14346.456094910025,13837.986172642804,12679.521138820699,12073.5351065915,12373.273556410246,12171.575656026524,11254.512207703854
16,2022-12-17,16795.091796875,12779.93639697872,13054.368113976136,12665.687295903947,11599.318637009617,10983.781785748852,11187.390744488635,10948.046685344229
17,2022-12-18,16757.976562499996,14016.983160900458,13137.585657623304,13309.528894027946,12807.086451127007,11614.293343736394,11090.559404214468,11291.779437895655
18,2022-12-19,16439.679687499996,14445.407498783023,12720.914989610876,11863.497600998737,12023.015366322603,11553.275477879724,10426.047396452488,10022.704353248784
19,2022-12-20,16906.304687499996,14119.664700946081,14715.67138584052,12960.981305379868,12088.547287351716,12237.400396204155,11674.068026699115,10441.171331603597
20,2022-12-21,16817.53515625,13654.727334779967,14357.778167543862,14797.830075999444,13044.846863374154,12076.925644083423,12246.72789483854,11620.022856126745
21,2022-12-22,16830.341796874996,13082.019505071614,13346.349164749558,14092.15182232241,14708.895576130775,12826.721982684256,11850.661609736706,12093.678493653884
22,2022-12-23,16796.953124999993,12511.419752528313,11405.913568789876,11620.999229465699,12655.969134175815,13235.937453055565,11411.455957179098,10430.569210107595
23,2022-12-24,16847.755859374996,12932.893732882167,12128.832547165064,11156.383083750754,11480.506633356526,12565.390262084962,13235.60438098959,11304.355598345623
24,2022-12-25,16841.986328125,11636.219286037947,11988.277950547083,11211.48394249372,10168.562995029088,10316.997544861255,11745.4693334375,12368.571676625883
25,2022-12-26,16919.804687499996,11707.06026977533,11242.216992400095,11557.85127549057,10788.573243805951,9716.531715427494,9896.399221685986,11424.284982294781
26,2022-12-27,16717.173828124996,13353.89096159929,11698.156030649187,11202.983027955273,11598.517376680036,10940.453942211232,9823.281930384424,9924.572332853095
27,2022-12-28,16552.572265624993,12271.921837079643,12628.16071763022,11081.72863724239,10695.262085208491,11133.114102420346,10440.000520827176,9294.904864197046
28,2022-12-29,16642.341796874996,13678.988757218516,11986.713163230705,12241.511151487284,10811.647767297884,10346.317689150703,10769.44983324986,10158.925835851856
29,2022-12-30,16602.585937499996,13100.166237739382,12553.93086897487,10865.346078934537,11395.150850175996,9931.053277700683,9534.358419691194,10080.520222835852
30,2022-12-31,16547.496093749996,14951.876454320287,13560.125286166247,12938.126263820523,11285.495681245504,11920.233813010029,10658.917501466827,10231.7563913565
31,2023-01-01,16625.080078125,14554.591703461332,14061.31903106074,12571.462761534258,11988.300180593838,10153.972475898649,11011.932439761695,9708.105316312558
32,2023-01-02,16688.470703124996,14076.383872797589,13978.231554117427,13568.367922059146,12166.727753528925,11597.676480032842,9776.38220277244,10684.926978099993
33,2023-01-03,16679.857421875,14242.803144808415,13494.085804224964,13361.177242521726,13013.387471237562,11445.430409441,10903.705762721416,8954.530890584612
34,2023-01-04,16863.238281249993,15655.120827184728,13639.951988466531,12880.408508958886,12652.79460487904,12296.295779261689,10676.446846109271,10136.26212682071
35,2023-01-05,16836.736328125,15098.29720539637,15284.759156451899,13474.762930522464,12689.746828042875,12468.18747346041,12083.339245304733,10478.736166727775
36,2023-01-06,16951.968749999996,15908.20749309255,14965.922366849485,14404.33622886829,12315.969142363801,11462.159068765255,11248.289094080414,10844.28928651474
37,2023-01-07,16955.078125,16294.824489529292,15545.584261556762,14569.488376848773,14135.218095332419,12018.077930051375,11183.93938746543,10957.274474295722
38,2023-01-08,17091.144531249996,16030.467682434784,16626.28280840575,15765.450701091037,14677.170730616283,14343.46849951355,12098.74119937523,11236.229938331358
