,Date,Y_test,Furture - 1,Furture - 2,Furture - 3,Furture - 4,Furture - 5,Furture - 6,Furture - 7
0,2022-12-01,16967.132812499996,15513.112797546482,,,,,,
1,2022-12-02,17088.660156249993,14647.224252219175,15212.591463822979,,,,,
2,2022-12-03,16908.236328124996,16348.79520120991,14356.809170556786,14931.534635379214,,,,
3,2022-12-04,17130.486328124996,16739.23236360082,16558.203107451136,14581.285794343627,15312.16759520317,,,
4,2022-12-05,16974.826171874996,16037.662240739852,16409.163702375783,16210.299362029673,14320.06571004168,14962.5222452131,,
5,2022-12-06,17089.503906249993,15345.52164498773,15626.559861656337,15860.624781775694,15753.812724789736,13595.265658828286,14522.280821420756,
6,2022-12-07,16848.126953124996,15931.361814672895,14804.926027936557,15036.573050019819,15228.376784859738,15029.691313193573,12764.2057070047,13689.328826659303
7,2022-12-08,17233.474609375,12085.332731084207,15510.448945289223,14641.04211467109,14718.582663508476,14894.84004490731,14708.225207163623,12318.21077484195
8,2022-12-09,17133.15234375,11853.40560662238,11989.42890362531,15315.530478802966,13922.444906501983,14071.883299239267,14365.155892491342,14084.133533611295
9,2022-12-10,17128.724609374996,12381.86520095127,11593.839161224996,11781.3602911813,15060.738496890177,13758.55679505101,14063.216843585044,14171.95933376223
10,2022-12-11,17104.193359374996,12184.351118311663,12376.30932751114,11588.696076992537,11613.843389231723,15100.165382469719,13589.636255744548,13722.62440970844
11,2022-12-12,17206.437499999993,12127.193441510588,11818.683580972049,12105.565148081856,11322.119259309195,11336.796167658456,15059.58298285587,13807.51398463972
12,2022-12-13,17781.318359374996,12817.88324592204,11254.474938248797,10820.996088618313,11113.919090638652,10216.07042705192,10467.723475459461,14254.353262738821
13,2022-12-14,17815.650390625,10977.896393457166,12590.251906731492,11038.339303235132,10532.771526485241,10893.709003642727,10102.663636693454,10266.63530495888
14,2022-12-15,17364.865234374996,13003.404136502748,10556.665987730074,12183.815077585065,10635.329951765527,10210.195338020847,10695.972588390878,9818.412677731876
15,2022-12-16,16647.484375,13999.777773964937,12372.648974041895,10336.772146639387,11931.470380902263,10200.387393477113,9845.88087565212,10427.453450584546
16,2022-12-17,16795.091796875,14212.064733640684,13187.684450691115,11479.911977151021,9481.732787538665,11172.727957279249,9299.310538578187,8811.662746148737
17,2022-12-18,16757.976562499996,14368.409218746145,14582.085400092408,13588.47305666467,11776.493657381418,9438.247427174338,11135.232179081748,9153.226615050095
18,2022-12-19,16439.679687499996,12651.047580263014,13338.018886927015,13631.088934187905,12740.878864112268,10775.17298678232,8123.243012040309,9940.689040289439
19,2022-12-20,16906.304687499996,14370.668440026557,13220.477350476092,13928.104019680857,14159.226681981227,13204.15513168167,10991.235331020956,8576.0227527589
20,2022-12-21,16817.53515625,14415.736077669673,14193.875137865973,13053.200260397321,13592.085510823095,13715.678721101263,12821.260001156948,10353.449340874564
21,2022-12-22,16830.341796874996,14403.256257943933,14058.726636868645,13995.75035009891,12998.228196549977,13682.55641121061,13459.205917389061,12652.536031248372
22,2022-12-23,16796.953124999993,14412.639459394819,13638.379856009691,13374.847598917959,13594.58207230014,11916.693734992266,12519.921253905555,12378.91605633575
23,2022-12-24,16847.755859374996,15345.973380366215,14428.191992273334,13725.748321974846,13390.974600347752,13540.289927824562,11613.004727328133,12471.797445160884
24,2022-12-25,16841.986328125,20140.746568630784,15238.913694334773,14355.652718780162,13577.382908227975,13009.51279246966,13278.172508813257,10715.538696634736
25,2022-12-26,16919.804687499996,16656.66055966601,19763.8714887932,14879.748453580716,14058.79812845002,13059.16717493788,12160.381102981646,12623.685661466403
26,2022-12-27,16717.173828124996,17568.124673247898,16743.773381803214,19661.39745800412,15075.173524414702,14169.912579631851,12796.871999597271,11902.125910300969
27,2022-12-28,16552.572265624993,19285.99187551664,17681.587624866777,17067.201461602737,19962.40208812409,14929.577562719674,13933.546660532793,12491.071809231966
28,2022-12-29,16642.341796874996,14343.368797690626,18741.483680969814,17035.591455151487,16468.435301590624,19648.86824838717,14455.386367942072,13420.810582805827
29,2022-12-30,16602.585937499996,14861.131680677758,13961.783020936418,18172.316982706852,16626.390548198484,15902.227716909705,19048.760475560983,13720.158850548198
30,2022-12-31,16547.496093749996,13508.54600699521,14611.693405008953,13856.935730857289,17908.350935629096,16150.193006925907,15179.76786686397,18295.864617850533
31,2023-01-01,16625.080078125,13592.074713752894,13570.814308285546,14655.41881190588,13935.011091892751,18313.01712997052,16599.744927336316,15826.68448372118
32,2023-01-02,16688.470703124996,13232.239275067488,13419.165468879371,13481.807385627877,14546.844190599448,13626.389979232581,18266.82341159581,16350.120686514792
