Date,Y_test,Y_SARIMAX,Y_LR,Y_XGBR,Y_LSTM,Y_GRU
2022-12-01,16967.132812499996,7842.267396749084,12250.319563751913,16714.98046875,33826.34375,24072.46484375
2022-12-02,17088.660156249993,8267.66947410191,12217.058081340358,18058.58984375,33849.3359375,24264.6796875
2022-12-03,16908.236328124996,7860.952335400253,11573.541061420641,17628.515625,33845.73046875,24057.0625
2022-12-04,17130.486328124996,7875.73184055298,11399.082720315968,17248.888671875,33816.40625,24185.625
2022-12-05,16974.826171874996,8007.272341930378,11037.872188756812,17622.181640625,33782.82421875,24158.478515625
2022-12-06,17089.503906249993,8038.113281541904,10559.157482669534,17274.916015625,33745.79296875,24319.169921875
2022-12-07,16848.126953124996,8173.791021936945,10093.020589158728,17309.19140625,33727.65234375,24306.123046875
2022-12-08,17233.474609375,8173.791021936945,10514.72436092251,17236.658203125,33732.23046875,24261.421875
2022-12-09,17133.15234375,8173.791021936945,10889.686181674473,17258.2421875,33737.66015625,24216.609375
2022-12-10,17128.724609374996,8173.791021936945,11418.131967911258,17229.552734375,33744.26171875,24171.005859375
2022-12-11,17104.193359374996,8173.791021936945,12299.577485152331,17208.921875,33753.44921875,24125.001953125
2022-12-12,17206.437499999993,8173.791021936945,12923.866767870742,17551.498046875,33762.97265625,24078.775390625
2022-12-13,17781.318359374996,8173.791021936945,12649.729368502894,17504.125,33768.1953125,24031.47265625
2022-12-14,17815.650390625,8173.791021936945,12165.529533160516,18449.98828125,33771.734375,23983.37890625
2022-12-15,17364.865234374996,8173.791021936945,12631.338307173335,17758.73046875,33771.6640625,23934.529296875
2022-12-16,16647.484375,8173.791021936945,12676.694276157952,17446.12109375,33765.6015625,23884.421875
2022-12-17,16795.091796875,8173.791021936945,11888.361379921449,17920.119140625,33751.75390625,23832.544921875
2022-12-18,16757.976562499996,8173.791021936945,12466.830907075035,17737.884765625,33730.01171875,23779.474609375
2022-12-19,16439.679687499996,8173.791021936945,11864.980383328033,18202.970703125,33703.09375,23726.041015625
2022-12-20,16906.304687499996,8173.791021936945,12605.357776289293,18048.697265625,33672.9765625,23673.64453125
2022-12-21,16817.53515625,8173.791021936945,13114.122690963733,18757.11328125,33638.21484375,23622.609375
2022-12-22,16830.341796874996,8173.791021936945,13142.925450621315,18740.599609375,33599.58984375,23573.068359375
2022-12-23,16796.953124999993,8173.791021936945,11896.03775790028,18129.58984375,33558.8515625,23525.28515625
2022-12-24,16847.755859374996,8173.791021936945,12114.852319796382,18267.048828125,33519.1640625,23479.91796875
2022-12-25,16841.986328125,8173.791021936945,11347.94038986178,18455.611328125,33475.7578125,23435.943359375
2022-12-26,16919.804687499996,8173.791021936945,10904.702528697173,18136.392578125,33429.94140625,23393.28515625
2022-12-27,16717.173828124996,8173.791021936945,11220.265086047506,17846.044921875,33384.8984375,23352.349609375
2022-12-28,16552.572265624993,8173.791021936945,11077.870394943615,18108.79296875,33340.17578125,23313.345703125
2022-12-29,16642.341796874996,8173.791021936945,11427.65059964097,17782.490234375,33301.53515625,23277.658203125
2022-12-30,16602.585937499996,8173.791021936945,11065.789422293217,18161.140625,33271.07421875,23246.146484375
2022-12-31,16547.496093749996,8173.791021936945,12220.933055912274,18289.84765625,33251.66015625,23219.572265625
2023-01-01,16625.080078125,8173.791021936945,12007.097701231867,18729.169921875,33250.2890625,23199.220703125
2023-01-02,16688.470703124996,8173.791021936945,12264.099537629767,18950.62890625,33265.76171875,23186.080078125
